id,commande_id,produit_id,quantite
1664,559,6,10
1665,560,8,18
1666,560,10,1
1667,560,6,3
1668,560,10,29
1669,561,2,36
1670,562,17,26
1671,562,15,10
1672,563,16,33
1673,564,16,40
1674,564,13,28
1675,564,17,6
1676,564,11,33
1677,565,22,19
1678,565,28,28
1679,565,22,31
1680,565,25,10
1681,565,23,20
1682,566,27,27
1683,566,22,30
1684,566,30,17
1685,566,26,17
1686,566,30,6
1687,567,6,38
1688,567,8,29
1689,567,10,17
1690,568,21,1
1691,568,27,8
1692,568,21,11
1693,568,28,30
1694,568,27,39
1695,569,22,9
1696,569,23,1
1697,569,24,8
1698,570,8,10
1699,570,4,28
1700,571,18,32
1701,571,18,2
1702,572,17,32
1703,572,20,39
1704,572,19,19
1705,572,11,32
1706,573,17,37
1707,574,18,28
1708,574,11,11
1709,574,15,13
1710,575,20,22
1711,575,20,30
1712,576,23,40
1713,576,24,19
1714,576,22,31
1715,576,23,12
1716,577,11,23
1717,578,4,8
1718,578,9,15
1719,578,8,17
1720,578,6,23
1721,578,1,36
1722,579,28,8
1723,579,22,40
1724,579,30,7
1725,579,29,3
1726,580,8,7
1727,580,3,24
1728,580,6,9
1729,580,2,13
1730,580,8,27
1731,581,17,24
1732,581,14,10
1733,581,19,27
1734,582,18,10
1735,583,17,4
1736,583,17,3
1737,584,29,19
1738,585,25,34
1739,586,27,13
1740,586,25,6
1741,586,21,35
1742,587,19,35
1743,587,15,14
1744,588,30,17
1745,588,24,20
1746,588,27,33
1747,588,22,4
1748,588,26,17
1749,589,16,16
1750,589,20,37
1751,589,19,39
1752,589,14,23
1753,590,2,21
1754,590,9,38
1755,591,13,31
1756,591,14,29
1757,591,12,24
1758,591,19,26
1759,592,13,10
1760,592,19,9
1761,592,18,30
1762,592,13,33
1763,593,30,27
1764,594,25,19
1765,594,28,2
1766,594,23,10
1767,595,9,23
1768,596,30,9
1769,596,23,33
1770,596,28,29
1771,596,28,10
1772,597,18,18
1773,598,22,13
1774,598,30,35
1775,598,30,4
1776,598,30,34
1777,598,24,31
1778,599,23,2
1779,599,25,14
1780,599,24,38
1781,599,28,6
1782,599,29,39
1783,600,16,28
1784,601,19,11
1785,602,16,12
1786,602,11,4
1787,602,15,25
1788,602,12,21
1789,602,13,27
1790,603,9,33
1791,603,7,8
1792,603,5,4
1793,603,6,30
1794,604,24,2
1795,604,25,36
1796,604,30,7
1797,604,24,36
1798,605,26,35
1799,605,23,16
1800,606,21,31
1801,607,16,14
1802,607,20,33
1803,607,15,3
1804,607,13,35
1805,608,4,40
1806,608,9,21
1807,608,6,17
1808,608,8,18
1809,609,10,22
1810,609,1,9
1811,609,1,39
1812,609,8,1
1813,610,29,2
1814,611,12,30
1815,612,4,6
1816,612,10,20
1817,612,4,15
1818,613,22,18
1819,613,30,33
1820,613,28,11
1821,613,29,13
1822,614,14,2
1823,614,19,40
1824,614,15,36
1825,615,25,8
1826,615,29,30
1827,615,28,24
1828,615,29,3
1829,616,12,37
1830,616,11,15
1831,616,17,5
1832,617,21,38
1833,617,26,17
1834,617,24,7
1835,617,28,16
1836,618,8,38
1837,619,18,4
1838,620,27,7
1839,620,30,27
1840,620,24,39
1841,620,30,1
1842,621,28,34
1843,622,20,5
1844,623,13,16
1845,623,13,3
1846,623,11,9
1847,623,15,38
1848,624,30,22
1849,624,25,24
1850,624,21,34
1851,625,12,22
1852,625,14,31
1853,626,30,37
1854,626,26,40
1855,626,25,27
1856,627,18,15
1857,628,27,14
1858,628,27,12
1859,628,21,24
1860,629,6,3
1861,629,1,13
1862,629,4,19
1863,629,3,15
1864,629,5,12
1865,630,7,8
1866,630,6,14
1867,631,2,10
1868,632,11,40
1869,632,20,13
1870,633,14,6
1871,633,18,40
1872,633,12,11
1873,633,19,25
1874,634,23,21
1875,634,26,34
1876,634,28,32
1877,634,28,18
1878,635,4,26
1879,635,4,20
1880,635,7,25
1881,635,10,11
1882,636,11,30
1883,636,19,40
1884,636,16,28
1885,636,18,30
1886,636,17,27
1887,637,6,6
1888,638,11,35
1889,638,14,22
1890,638,14,22
1891,639,25,1
1892,639,25,19
1893,639,26,26
1894,639,27,38
1895,639,21,31
1896,640,24,14
1897,640,28,15
1898,641,14,29
1899,641,18,36
1900,641,11,24
1901,641,13,37
1902,642,27,35
1903,642,25,21
1904,642,30,2
1905,642,30,3
1906,643,27,14
1907,643,27,5
1908,643,29,25
1909,643,24,31
1910,644,2,11
1911,644,2,36
1912,644,3,3
1913,645,22,25
1914,645,25,14
1915,646,7,26
1916,646,3,8
1917,646,3,35
1918,647,3,39
1919,647,10,20
1920,647,10,13
1921,647,9,30
1922,648,6,37
1923,648,8,30
1924,648,8,37
1925,648,1,6
1926,648,5,30
1927,649,27,30
1928,649,27,12
1929,649,30,7
1930,649,27,3
1931,649,24,11
1932,650,29,8
1933,650,26,5
1934,650,22,33
1935,650,26,27
1936,651,17,22
1937,651,17,13
1938,651,17,3
1939,651,11,17
1940,652,8,30
1941,652,2,6
1942,652,9,16
1943,652,8,9
1944,653,27,11
1945,653,22,1
1946,653,25,10
1947,653,28,23
1948,653,23,14
1949,654,7,20
1950,655,14,16
1951,655,16,16
1952,655,14,6
1953,655,11,27
1954,656,23,11
1955,657,6,36
1956,657,4,40
1957,657,4,35
1958,658,11,25
1959,658,14,30
1960,658,14,5
1961,659,2,35
1962,659,10,11
1963,659,5,7
1964,659,10,21
1965,660,2,22
1966,660,1,39
1967,660,10,29
1968,660,7,33
1969,661,4,40
1970,661,2,4
1971,661,3,24
1972,661,8,19
1973,662,6,9
1974,662,5,21
1975,662,1,34
1976,662,7,19
1977,663,4,35
1978,663,1,16
1979,664,2,13
1980,664,1,10
1981,664,4,9
1982,664,2,12
1983,665,17,12
1984,665,20,16
1985,666,17,25
1986,666,13,31
1987,666,18,28
1988,667,28,2
1989,667,27,28
1990,668,28,19
1991,668,27,36
1992,668,30,31
1993,669,6,32
1994,669,7,27
1995,669,7,24
1996,669,7,32
1997,669,5,38
1998,670,26,33
1999,670,28,24
2000,670,21,25
2001,671,15,39
2002,671,18,10
2003,672,11,8
2004,672,12,25
2005,673,19,13
2006,674,19,35
2007,674,17,38
2008,674,15,27
2009,675,15,1
2010,675,13,32
2011,675,11,7
2012,675,12,27
2013,676,8,12
2014,676,9,8
2015,677,5,27
2016,677,8,40
2017,678,20,16
2018,679,2,14
2019,680,28,31
2020,680,26,39
2021,680,27,22
2022,681,16,26
2023,681,17,40
2024,682,8,26
2025,683,29,27
2026,683,24,1
2027,683,26,2
2028,683,26,3
2029,684,17,31
2030,684,12,25
2031,684,15,39
2032,685,25,36
2033,686,22,7
2034,686,27,2
2035,687,23,35
2036,688,27,36
2037,688,27,15
2038,688,24,17
2039,688,22,19
2040,689,4,8
2041,689,10,24
2042,689,3,21
2043,689,7,37
2044,689,1,20
2045,690,19,39
2046,690,20,15
2047,691,3,39
2048,691,5,10
2049,691,1,39
2050,691,6,20
2051,692,21,22
2052,692,23,14
2053,692,24,4
2054,692,23,32
2055,693,26,26
2056,693,27,5
2057,693,29,19
2058,693,25,13
2059,694,23,29
2060,694,28,19
2061,694,23,14
2062,694,24,13
2063,694,21,24
2064,695,27,28
2065,695,23,4
2066,696,2,33
2067,697,27,32
2068,697,25,39
2069,698,26,1
2070,698,22,8
2071,698,22,8
2072,698,28,33
2073,699,8,18
2074,699,2,38
2075,699,3,25
2076,699,8,28
2077,699,5,37
2078,700,3,26
2079,700,1,26
2080,700,9,35
2081,700,9,32
2082,700,2,34
2083,701,26,8
2084,701,21,9
2085,701,30,14
2086,701,23,6
2087,702,14,20
2088,703,29,23
2089,703,30,35
2090,703,29,14
2091,704,21,13
2092,704,23,20
2093,705,12,36
2094,705,15,17
2095,705,17,11
2096,705,17,30
2097,706,6,37
2098,706,9,39
2099,707,12,35
2100,707,12,36
2101,707,17,5
2102,708,4,25
2103,708,2,8
2104,708,3,34
2105,708,5,38
2106,709,23,21
2107,710,21,33
2108,710,23,9
2109,710,23,25
2110,711,24,39
2111,711,27,30
2112,711,23,29
2113,712,25,27
2114,713,5,36
2115,714,18,32
2116,714,19,35
2117,715,21,28
2118,715,29,23
2119,716,29,15
2120,716,23,5
2121,717,16,16
2122,718,4,20
2123,718,9,3
2124,718,8,40
2125,718,8,4
2126,719,16,7
2127,719,11,23
2128,719,13,26
2129,720,2,32
2130,720,1,10
2131,720,5,15
2132,720,8,26
2133,721,13,9
2134,721,16,28
2135,721,11,23
2136,721,14,8
2137,722,6,3
2138,722,3,13
2139,722,8,18
2140,722,2,27
2141,723,13,8
2142,723,12,2
2143,723,13,10
2144,723,16,33
2145,724,25,32
2146,724,22,28
2147,724,24,40
2148,725,4,31
2149,725,2,33
2150,725,10,12
2151,725,4,38
2152,726,14,6
2153,726,11,25
2154,726,17,34
2155,726,15,15
2156,726,14,22
2157,727,6,27
2158,727,4,21
2159,727,1,12
2160,728,2,28
2161,728,3,17
2162,728,8,24
2163,728,6,20
2164,728,2,7
2165,729,19,39
2166,729,16,16
2167,729,15,14
2168,729,20,25
2169,729,12,7
2170,730,22,5
2171,730,29,40
2172,730,26,20
2173,730,28,13
2174,731,28,8
2175,731,27,5
2176,731,28,27
2177,732,23,19
2178,732,21,37
2179,732,21,13
2180,733,7,39
2181,733,5,14
2182,733,3,1
2183,733,3,37
2184,734,24,19
2185,734,25,36
2186,734,22,11
2187,735,21,16
2188,735,24,35
2189,735,22,1
2190,736,7,40
2191,736,5,21
2192,737,29,38
2193,738,18,15
2194,738,16,18
2195,739,3,29
2196,739,4,28
2197,739,6,10
2198,739,8,6
2199,740,21,20
2200,740,23,12
2201,740,27,39
2202,741,13,1
2203,741,20,7
2204,741,17,25
2205,741,11,8
2206,741,11,3
2207,742,22,35
2208,743,23,16
2209,743,21,35
2210,743,25,35
2211,743,22,2
2212,744,14,28
2213,745,28,11
2214,746,1,39
2215,747,10,19
2216,747,6,7
2217,747,5,32
2218,748,8,31
2219,748,2,8
2220,748,10,28
2221,748,5,10
2222,749,20,22
2223,749,13,16
2224,749,17,27
2225,749,19,32
2226,750,4,6
2227,750,4,24
2228,750,1,14
2229,750,1,24
2230,750,9,31
2231,751,7,16
2232,751,4,15
2233,751,1,9
2234,751,2,10
2235,751,7,2
2236,752,21,10
2237,752,26,10
2238,753,5,31
2239,753,7,22
2240,753,8,1
2241,753,5,8
2242,753,3,4
2243,754,9,17
2244,754,10,33
2245,754,5,15
2246,754,7,11
2247,755,14,26
2248,755,20,4
2249,756,7,11
2250,756,1,24
2251,756,7,13
2252,756,5,7
2253,757,4,39
2254,758,10,3
2255,758,10,31
2256,758,1,4
2257,758,6,6
2258,758,5,1
2259,759,12,22
2260,759,17,33
2261,760,25,11
2262,761,4,14
2263,762,28,9
2264,762,26,19
2265,762,26,40
2266,763,10,32
2267,763,2,1
2268,764,3,5
2269,764,5,37
2270,764,6,23
2271,765,12,37
2272,765,18,3
2273,766,13,29
2274,766,16,33
2275,766,20,21
2276,766,16,6
2277,766,17,33
2278,767,21,10
2279,767,22,19
2280,767,27,11
2281,767,30,26
2282,767,22,15
2283,768,12,6
2284,768,13,7
2285,768,17,28
2286,768,14,26
2287,769,8,3
2288,769,9,10
2289,769,8,10
2290,770,1,14
2291,770,1,28
2292,771,12,18
2293,771,17,6
2294,772,2,28
2295,773,17,23
2296,773,20,25
2297,774,10,10
2298,774,6,21
2299,774,1,10
2300,774,8,10
2301,774,8,21
2302,775,2,3
2303,775,4,13
2304,775,7,35
2305,775,3,39
2306,775,7,14
2307,776,11,24
2308,776,16,2
2309,776,15,20
2310,776,19,8
2311,776,18,30
2312,777,17,34
2313,777,16,8
2314,777,13,30
2315,777,17,24
2316,777,13,36
2317,778,22,6
2318,778,22,6
2319,778,21,40
2320,778,27,7
2321,778,28,40
2322,779,21,19
2323,779,27,14
2324,779,24,30
2325,779,29,25
2326,779,22,13
2327,780,24,33
2328,780,25,18
2329,780,25,20
2330,781,10,21
2331,781,6,11
2332,781,10,28
2333,781,4,36
2334,781,7,13
2335,782,7,21
2336,782,9,11
2337,783,19,8
2338,783,20,26
2339,784,3,2
2340,784,10,35
2341,784,2,37
2342,784,7,2
2343,784,3,30
2344,785,5,4
2345,785,5,6
2346,785,3,2
2347,785,10,7
2348,786,2,32
2349,787,14,27
2350,788,13,20
2351,788,11,12
2352,789,25,8
2353,789,24,39
2354,789,21,35
2355,789,21,34
2356,789,29,10
2357,790,15,18
2358,790,18,13
2359,791,14,17
2360,791,13,13
2361,791,15,26
2362,791,12,38
2363,792,20,7
2364,792,20,25
2365,792,17,13
2366,793,5,39
2367,793,9,23
2368,793,7,2
2369,793,2,12
2370,794,6,8
2371,794,1,21
2372,795,20,14
2373,795,19,14
2374,795,12,36
2375,796,26,13
2376,796,24,4
2377,796,28,32
2378,797,10,2
2379,797,5,2
2380,798,23,26
2381,798,21,35
2382,798,29,3
2383,799,17,6
2384,799,19,21
2385,799,18,40
2386,800,21,15
2387,801,26,35
2388,801,21,4
2389,802,15,11
2390,802,13,38
2391,802,18,8
2392,802,13,21
2393,803,9,34
2394,804,6,31
2395,804,4,6
2396,804,5,19
2397,805,24,5
2398,805,22,32
2399,806,7,13
2400,806,8,7
2401,806,6,14
2402,806,10,34
2403,807,29,7
2404,807,23,15
2405,808,3,20
2406,808,10,7
2407,808,3,30
2408,808,2,8
2409,809,5,8
2410,809,9,6
2411,809,6,28
2412,810,11,25
2413,811,27,7
2414,811,21,16
2415,811,22,15
2416,811,22,4
2417,811,21,37
2418,812,14,40
2419,812,17,26
2420,812,17,7
2421,813,10,19
2422,813,1,7
2423,813,3,33
2424,814,18,10
2425,814,11,31
2426,814,17,22
2427,815,30,1
2428,815,28,16
2429,815,28,8
2430,815,21,2
2431,816,8,32
2432,816,6,35
2433,816,5,32
2434,817,28,8
2435,817,25,34
2436,817,21,10
2437,817,27,15
2438,817,23,23
2439,818,2,18
2440,818,9,29
2441,818,9,12
2442,818,5,23
2443,819,10,8
2444,819,7,30
2445,819,10,23
2446,820,10,36
2447,820,3,20
2448,820,8,19
2449,821,11,28
2450,821,16,1
2451,821,11,17
2452,822,24,28
2453,822,30,6
2454,823,25,20
2455,824,9,13
2456,824,5,20
2457,824,2,20
2458,824,10,30
2459,825,6,30
2460,825,6,28
2461,825,8,27
2462,825,7,30
2463,825,1,36
2464,826,5,16
2465,826,10,33
2466,826,6,9
2467,826,10,35
2468,826,10,19
2469,827,22,22
2470,827,30,7
2471,827,25,37
2472,828,24,34
2473,829,5,1
2474,829,8,40
2475,829,4,8
2476,830,9,29
2477,831,15,40
2478,831,18,40
2479,831,12,28
2480,831,13,2
2481,831,13,10
2482,832,20,32
2483,833,1,19
2484,833,8,8
2485,834,23,30
2486,834,28,18
2487,834,21,11
2488,835,13,10
2489,836,27,5
2490,836,28,25
2491,836,28,39
2492,837,30,23
2493,837,30,40
2494,837,27,5
2495,837,21,2
2496,837,23,15
2497,838,6,15
2498,838,4,7
2499,838,3,25
2500,838,7,5
2501,839,3,21
2502,840,9,13
2503,840,4,17
2504,840,8,29
2505,840,5,15
2506,840,4,11
2507,841,24,3
2508,842,9,5
2509,842,6,12
2510,842,9,32
2511,842,4,14
2512,842,10,31
2513,843,10,6
2514,844,4,4
2515,844,10,35
2516,844,6,2
2517,844,4,19
2518,845,20,33
2519,845,15,26
2520,845,20,4
2521,845,19,8
2522,845,20,31
2523,846,15,13
2524,846,16,4
2525,846,13,14
2526,846,19,22
2527,847,30,40
2528,847,22,36
2529,847,28,9
2530,847,25,3
2531,848,7,31
2532,848,5,15
2533,848,1,4
2534,849,27,25
2535,850,23,8
2536,850,28,8
2537,850,30,24
2538,850,26,13
2539,850,26,28
2540,851,4,4
2541,852,1,21
2542,852,6,39
2543,852,4,19
2544,853,8,23
2545,853,4,29
2546,854,9,7
2547,854,1,23
2548,854,7,40
2549,854,8,18
2550,854,2,14
2551,855,1,16
2552,855,8,30
2553,856,11,18
2554,857,17,35
2555,857,11,20
2556,858,16,40
2557,859,29,30
2558,859,27,37
2559,859,30,34
2560,860,2,16
2561,860,9,19
2562,860,6,37
2563,861,21,8
2564,861,25,37
2565,861,26,17
2566,861,23,29
2567,861,28,2
2568,862,22,18
2569,862,30,36
2570,862,26,5
2571,862,28,12
2572,862,25,18
2573,863,1,12
2574,864,1,23
2575,864,9,3
2576,864,10,16
2577,865,19,5
2578,866,13,2
2579,866,16,39
2580,866,16,22
2581,867,10,2
2582,867,2,39
2583,868,21,10
2584,868,27,6
2585,868,22,15
2586,868,30,33
2587,868,30,36
2588,869,26,18
2589,869,24,37
2590,869,25,16
2591,869,26,16
2592,870,6,6
2593,870,6,36
2594,870,9,5
2595,870,6,31
2596,871,30,9
2597,871,29,16
2598,872,17,27
2599,873,19,31
2600,873,12,9
2601,873,11,28
2602,874,23,26
2603,874,29,16
2604,874,25,8
2605,875,28,27
2606,875,28,28
2607,875,25,31
2608,876,8,25
2609,876,6,29
2610,876,3,33
2611,877,24,20
2612,878,26,12
2613,878,23,3
2614,878,24,28
2615,878,29,18
2616,879,15,17
2617,879,20,7
2618,880,29,35
2619,881,9,9
2620,881,8,19
2621,881,2,8
2622,881,8,28
2623,882,24,5
2624,883,19,5
2625,883,16,3
2626,883,17,7
2627,883,19,21
2628,884,27,15
2629,884,24,17
2630,884,28,10
2631,884,28,12
2632,884,28,19
2633,885,28,36
2634,886,16,31
2635,886,19,12
2636,887,17,39
2637,887,16,35
2638,887,18,19
2639,887,12,15
2640,888,4,28
2641,888,2,12
2642,888,8,21
2643,889,28,32
2644,889,30,27
2645,890,24,27
2646,890,21,36
2647,890,26,17
2648,890,26,27
2649,890,27,29
2650,891,15,29
2651,892,10,22
2652,892,3,39
2653,892,9,2
2654,892,1,25
2655,892,2,22
2656,893,9,26
2657,893,4,19
2658,894,29,7
2659,895,1,18
2660,895,2,25
2661,896,1,1
2662,896,9,39
2663,896,3,7
2664,896,10,26
2665,897,24,7
2666,897,25,37
2667,897,28,25
2668,897,25,28
2669,898,17,2
2670,898,18,26
2671,899,26,31
2672,899,30,7
2673,899,25,22
2674,899,23,6
2675,900,9,37
2676,900,4,4
2677,900,8,17
2678,900,7,20
2679,901,29,32
2680,901,29,32
2681,902,12,28
2682,903,22,3
2683,903,27,32
2684,903,23,34
2685,903,28,9
2686,904,20,24
2687,904,20,11
2688,904,13,19
2689,905,23,11
2690,905,29,31
2691,905,21,21
2692,906,19,30
2693,907,6,1
2694,907,4,18
2695,908,20,26
2696,908,15,36
2697,908,19,13
2698,909,10,25
2699,909,6,37
2700,909,10,39
2701,909,5,40
2702,909,8,14
2703,910,26,5
2704,911,24,36
2705,912,14,11
2706,912,15,10
2707,912,17,36
2708,912,18,32
2709,912,15,8
2710,913,20,36
2711,913,14,25
2712,914,15,22
2713,914,12,24
2714,914,15,33
2715,914,11,39
2716,914,15,3
2717,915,21,31
2718,915,30,30
2719,915,28,12
2720,915,28,35
2721,915,22,3
2722,916,13,9
2723,916,12,27
2724,917,10,2
2725,917,6,21
2726,918,29,1
2727,918,27,27
2728,918,21,5
2729,919,9,27
2730,919,3,1
2731,920,12,8
2732,920,12,12
2733,920,12,12
2734,920,16,38
2735,921,15,13
2736,921,13,20
2737,922,5,13
2738,922,3,19
2739,923,18,11
2740,923,11,38
2741,923,17,10
2742,923,19,37
2743,923,14,28
2744,924,12,33
2745,924,14,17
2746,924,14,30
2747,925,18,9
2748,925,18,38
2749,926,13,27
2750,927,13,23
2751,928,18,40
2752,929,20,22
2753,929,18,26
2754,929,15,3
2755,930,23,20
2756,930,30,34
2757,930,24,37
2758,930,23,9
2759,930,26,4
2760,931,14,12
2761,931,15,20
2762,932,6,1
2763,932,8,11
2764,932,6,7
2765,932,8,36
2766,932,7,14
2767,933,7,21
2768,933,5,28
2769,934,23,16
2770,934,26,24
2771,934,26,33
2772,934,21,40
2773,934,30,26
2774,935,7,12
2775,935,7,10
2776,935,5,20
2777,936,12,30
2778,936,12,23
2779,936,12,26
2780,936,11,11
2781,936,16,9
2782,937,27,17
2783,937,22,39
2784,937,28,33
2785,938,2,10
2786,938,1,22
2787,938,10,17
2788,938,4,33
2789,939,6,17
2790,939,7,22
2791,939,5,2
2792,939,9,18
2793,939,3,19
2794,940,29,26
2795,941,26,30
2796,941,30,16
2797,941,29,37
2798,942,7,33
2799,943,27,26
2800,943,21,12
2801,943,25,6
2802,944,11,24
2803,944,20,31
2804,945,25,18
2805,945,21,27
2806,946,5,30
2807,946,10,21
2808,946,2,15
2809,947,10,19
2810,948,26,22
2811,949,27,17
2812,949,27,3
2813,950,6,29
2814,950,8,2
2815,950,3,40
2816,951,7,35
2817,951,3,25
2818,952,29,27
2819,952,26,14
2820,952,27,39
2821,952,25,21
2822,953,24,26
2823,953,28,30
2824,953,25,29
2825,953,23,12
2826,954,30,27
2827,954,27,27
2828,954,24,2
2829,954,30,15
2830,955,30,16
2831,955,23,37
2832,955,28,6
2833,956,28,24
2834,956,24,12
2835,957,18,16
2836,957,20,29
2837,957,14,12
2838,957,18,33
2839,958,17,34
2840,959,29,2
2841,959,28,31
2842,959,21,19
2843,959,27,3
2844,959,26,26
2845,960,17,22
2846,960,13,16
2847,960,18,14
2848,961,25,29
2849,961,26,29
2850,961,25,37
2851,962,30,24
2852,962,25,20
2853,962,23,37
2854,963,27,17
2855,963,24,2
2856,963,24,38
2857,964,23,23
2858,964,23,38
2859,964,29,21
2860,964,29,24
2861,964,27,32
2862,965,4,15
2863,965,3,18
2864,965,10,8
2865,966,6,3
2866,966,7,7
2867,967,28,37
2868,968,24,15
2869,968,28,12
2870,969,23,34
2871,970,26,5
2872,971,8,20
2873,971,10,1
2874,971,10,28
2875,971,2,29
2876,971,4,38
2877,972,27,39
2878,972,25,32
2879,972,23,22
2880,973,25,35
2881,973,24,22
2882,973,25,36
2883,974,3,5
2884,974,7,20
2885,975,5,21
2886,975,9,31
2887,975,2,20
2888,975,10,14
2889,975,10,10
2890,976,8,39
2891,976,7,18
2892,976,4,17
2893,976,8,20
2894,976,6,10
2895,977,11,26
2896,977,11,27
2897,977,16,9
2898,977,18,18
2899,978,16,36
2900,978,19,13
2901,978,14,40
2902,978,19,29
2903,979,27,32
2904,980,2,4
2905,981,25,8
2906,981,28,9
2907,981,22,21
2908,981,27,10
2909,982,5,36
2910,982,9,19
2911,982,1,9
2912,982,2,21
2913,982,6,29
2914,983,15,39
2915,983,11,9
2916,983,12,27
2917,984,11,33
2918,984,16,2
2919,984,20,28
2920,984,11,33
2921,984,16,35
2922,985,22,35
2923,985,23,33
2924,985,22,37
2925,985,28,40
2926,985,24,5
2927,986,18,34
2928,986,17,2
2929,986,17,37
2930,987,11,15
2931,988,30,23
2932,988,30,10
2933,989,3,35
2934,990,25,15
2935,990,24,23
2936,990,21,9
2937,990,28,8
2938,991,7,38
2939,991,2,6
2940,992,6,21
2941,992,7,13
2942,992,4,6
2943,992,9,24
2944,992,8,17
2945,993,12,28
2946,993,15,15
2947,993,12,25
2948,994,23,37
2949,994,21,9
2950,995,30,27
2951,995,23,27
2952,995,23,12
2953,996,26,8
2954,996,23,2
2955,997,16,2
2956,998,3,11
2957,998,2,1
2958,998,6,15
2959,998,2,27
2960,998,2,8
2961,999,8,17
2962,999,3,21
2963,999,9,24
2964,999,10,7
2965,1000,4,6
2966,1000,2,26
2967,1001,10,34
2968,1001,9,37
2969,1001,5,9
2970,1001,6,28
2971,1002,11,10
2972,1002,11,16
2973,1003,17,29
2974,1003,14,30
2975,1003,20,17
2976,1003,19,29
2977,1003,12,18
2978,1004,25,22
2979,1004,28,36
2980,1005,19,9
2981,1006,25,29
2982,1006,27,36
2983,1006,22,33
2984,1007,6,34
2985,1007,10,10
2986,1008,30,15
2987,1008,23,35
2988,1009,16,9
2989,1009,15,1
2990,1009,12,17
2991,1009,19,20
2992,1010,14,26
2993,1010,13,27
2994,1011,10,10
2995,1012,2,39
2996,1012,8,15
2997,1012,8,20
2998,1012,2,35
2999,1012,10,30
3000,1013,7,38
3001,1013,3,32
3002,1013,5,15
3003,1013,9,7
3004,1014,7,4
3005,1014,2,18
3006,1014,5,17
3007,1014,9,22
3008,1015,10,32
3009,1015,4,38
3010,1016,21,39
3011,1016,22,38
3012,1016,22,37
3013,1016,22,8
3014,1017,7,26
3015,1017,1,23
3016,1017,8,30
3017,1017,10,34
3018,1017,1,26
3019,1018,24,37
3020,1019,5,27
3021,1020,25,29
3022,1020,21,21
3023,1021,14,36
3024,1021,19,21
3025,1022,6,20
3026,1022,2,6
3027,1023,27,13
3028,1023,25,32
3029,1024,13,21
3030,1024,11,8
3031,1025,23,26
3032,1025,30,5
3033,1025,24,6
3034,1025,22,39
3035,1025,27,17
3036,1026,10,37
3037,1026,2,21
3038,1026,4,29
3039,1027,14,29
3040,1027,14,10
3041,1028,8,29
3042,1028,7,36
3043,1028,9,37
3044,1028,4,27
3045,1028,3,34
3046,1029,25,24
3047,1029,25,28
3048,1029,26,24
3049,1029,24,21
3050,1030,26,16
3051,1030,29,38
3052,1031,6,7
3053,1031,10,15
3054,1031,6,36
3055,1031,4,30
3056,1031,5,37
3057,1032,19,4
3058,1032,16,31
3059,1032,13,5
3060,1032,16,5
3061,1033,27,14
3062,1033,28,20
3063,1034,10,4
3064,1035,30,5
3065,1036,22,22
3066,1036,22,7
3067,1036,27,37
3068,1036,27,27
3069,1037,5,32
3070,1037,2,12
3071,1037,5,26
3072,1037,4,15
3073,1038,1,36
3074,1038,1,24
3075,1038,2,11
3076,1038,1,34
3077,1038,1,1
3078,1039,18,12
3079,1039,19,14
3080,1039,16,7
3081,1039,13,39
3082,1039,16,37
3083,1040,2,20
3084,1040,5,7
3085,1040,6,12
3086,1040,10,34
3087,1040,3,7
3088,1041,16,30
3089,1041,19,25
3090,1041,18,8
3091,1041,19,5
3092,1041,16,16
3093,1042,20,7
3094,1042,19,6
3095,1042,16,34
3096,1042,20,37
3097,1043,7,28
3098,1043,7,6
3099,1043,8,2
3100,1043,8,7
3101,1044,11,13
3102,1044,12,20
3103,1044,20,37
3104,1044,19,12
3105,1044,16,4
3106,1045,24,23
3107,1045,29,4
3108,1045,27,33
3109,1045,29,12
3110,1046,22,30
3111,1046,23,15
3112,1047,24,37
3113,1047,30,1
3114,1047,21,25
3115,1047,24,8
3116,1048,11,10
3117,1048,13,39
3118,1048,14,40
3119,1048,15,28
3120,1049,17,18
3121,1049,14,32
3122,1049,15,39
3123,1049,11,26
3124,1050,23,32
3125,1051,7,19
3126,1051,9,19
3127,1051,5,37
3128,1052,1,31
3129,1052,8,7
3130,1052,2,15
3131,1052,1,25
3132,1052,3,6
3133,1053,29,13
3134,1054,3,22
3135,1055,9,5
3136,1055,4,12
3137,1055,4,22
3138,1056,29,21
3139,1056,21,8
3140,1057,30,11
3141,1058,7,37
3142,1059,30,25
3143,1059,25,40
3144,1059,27,29
3145,1059,24,32
3146,1060,28,10
3147,1060,28,35
3148,1060,26,15
3149,1060,23,19
3150,1061,25,11
3151,1061,26,2
3152,1061,27,20
3153,1061,23,3
3154,1062,17,9
3155,1062,16,14
3156,1063,16,26
3157,1063,13,34
3158,1063,14,16
3159,1064,27,24
3160,1064,25,14
3161,1064,27,10
3162,1064,28,7
3163,1064,29,29
3164,1065,17,12
3165,1065,18,2
3166,1065,14,25
3167,1065,20,12
3168,1065,15,37
3169,1066,3,27
3170,1066,6,30
3171,1067,6,40
3172,1067,10,34
3173,1067,1,7
3174,1067,2,6
3175,1068,4,20
3176,1068,2,24
3177,1069,19,11
3178,1070,15,16
3179,1070,12,10
3180,1070,18,7
3181,1070,11,9
3182,1071,20,24
3183,1072,12,24
3184,1072,12,12
3185,1072,13,40
3186,1073,26,39
3187,1074,9,2
3188,1074,8,21
3189,1074,3,4
3190,1075,12,22
3191,1075,19,3
