id,client_id,entrepot_id,date_commande,statut
800,3,1,2025-10-18,Expediee
801,3,2,2025-06-25,Livree
802,2,2,2026-06-19,En preparation
803,1,3,2025-11-18,En preparation
804,1,3,2026-01-07,En preparation
805,3,1,2025-10-02,En preparation
806,1,1,2025-01-11,En preparation
807,3,2,2025-08-31,Expediee
808,1,2,2025-05-26,Livree
809,1,2,2026-05-30,Livree
810,2,1,2025-12-09,Livree
811,3,2,2026-02-16,En preparation
812,2,1,2025-02-21,Livree
813,1,1,2025-06-08,Livree
814,2,3,2025-02-23,Livree
815,3,1,2026-04-07,Livree
816,1,1,2025-08-25,Expediee
817,3,2,2026-02-07,Expediee
818,1,3,2025-03-11,Livree
819,1,1,2026-03-27,Livree
820,1,2,2026-06-13,Livree
821,2,3,2025-04-06,Livree
822,3,1,2025-03-08,Expediee
823,3,3,2025-10-28,Livree
824,1,3,2025-06-04,Livree
825,1,3,2025-12-10,En preparation
826,1,2,2025-03-10,Expediee
827,3,2,2025-02-12,Livree
828,3,3,2026-06-08,Livree
829,1,3,2026-05-12,Expediee
830,1,1,2025-06-08,Livree
831,2,1,2025-07-02,Expediee
832,2,2,2025-08-14,Livree
833,1,2,2025-11-20,Expediee
834,3,3,2026-04-27,Livree
835,2,3,2026-02-12,Livree
836,3,1,2025-08-05,Expediee
837,3,2,2025-04-11,En preparation
838,1,3,2025-03-24,Livree
839,1,2,2025-10-18,En preparation
840,1,3,2025-12-16,Livree
841,3,1,2026-05-04,Annulee
842,1,1,2025-10-07,Expediee
843,1,2,2025-11-29,En preparation
844,1,3,2025-08-20,Livree
845,2,1,2026-02-20,En preparation
846,2,3,2025-01-24,Livree
847,3,1,2025-09-26,Annulee
848,1,1,2026-01-21,Livree
849,3,3,2025-01-15,En preparation
850,3,1,2025-11-30,Expediee
851,1,2,2026-02-21,En preparation
852,1,1,2025-04-09,Livree
853,1,1,2025-07-14,Expediee
854,1,3,2025-07-27,Livree
855,1,2,2026-07-18,Expediee
856,2,3,2025-10-26,Livree
857,2,1,2025-06-24,Livree
858,2,2,2026-04-05,Livree
859,3,2,2026-07-15,Expediee
860,1,1,2025-01-12,Livree
861,3,2,2026-05-23,Expediee
862,3,3,2025-06-19,Livree
863,1,3,2026-05-25,Livree
864,1,1,2026-07-10,Annulee
865,2,1,2025-03-02,Livree
866,2,1,2026-05-14,Livree
867,1,1,2025-10-14,Livree
868,3,2,2025-06-16,Livree
869,3,2,2026-05-28,Livree
870,1,2,2026-07-24,Annulee
871,3,1,2025-12-15,Expediee
872,2,2,2025-09-23,Livree
873,2,1,2025-05-10,Livree
874,3,3,2025-10-29,Expediee
875,3,1,2025-02-27,Expediee
876,1,1,2025-01-07,En preparation
877,3,3,2025-08-05,Expediee
878,3,3,2025-11-28,Livree
879,2,2,2026-01-13,Livree
880,3,3,2025-05-12,Livree
881,1,2,2026-03-20,Livree
882,3,3,2025-04-01,Annulee
883,2,1,2026-01-29,Livree
884,3,3,2025-01-07,Livree
885,3,3,2025-06-16,Livree
886,2,3,2025-10-23,En preparation
887,2,1,2025-08-15,En preparation
888,1,2,2025-11-22,Annulee
889,3,1,2025-09-27,En preparation
890,3,1,2025-01-23,Livree
891,2,3,2025-06-20,Livree
892,1,3,2025-03-27,Expediee
893,1,2,2026-02-20,Livree
894,3,1,2025-01-11,Livree
895,1,1,2026-05-06,Expediee
896,1,1,2026-01-27,Expediee
897,3,3,2025-01-19,Livree
898,2,2,2026-06-30,Livree
899,3,1,2025-11-05,Expediee
900,1,1,2025-04-20,Livree
901,3,2,2025-01-05,Livree
902,2,3,2026-03-07,Expediee
903,3,3,2025-04-05,Livree
904,2,3,2026-06-10,Livree
905,3,2,2026-01-02,Livree
906,2,3,2025-05-26,Livree
907,1,1,2025-09-30,En preparation
908,2,2,2026-03-30,Expediee
909,1,2,2026-03-14,Livree
910,3,1,2025-04-22,Livree
911,3,2,2025-09-12,Livree
912,2,3,2025-09-04,Livree
913,2,3,2025-09-26,Expediee
914,2,2,2026-02-13,Livree
915,3,2,2025-08-01,En preparation
916,2,1,2026-04-22,Expediee
917,1,3,2025-08-04,Annulee
918,3,1,2026-04-01,Expediee
919,1,2,2025-02-04,Livree
920,2,3,2026-06-25,Livree
921,2,2,2025-03-05,Expediee
922,1,3,2025-09-03,Livree
923,2,3,2025-10-10,Livree
924,2,3,2026-01-27,En preparation
925,2,1,2025-03-31,Livree
926,2,3,2025-03-23,En preparation
927,2,2,2025-09-19,En preparation
928,2,1,2025-12-29,Livree
929,2,2,2025-07-09,Livree
930,3,2,2026-04-06,Livree
931,2,2,2025-05-09,Livree
932,1,3,2025-07-10,Livree
933,1,1,2025-10-29,Livree
934,3,3,2025-01-21,Livree
935,1,1,2025-08-23,Livree
936,2,1,2025-05-08,Livree
937,3,2,2025-11-25,Expediee
938,1,1,2025-11-26,Livree
939,1,2,2025-12-24,Livree
940,3,1,2026-04-08,Livree
941,3,1,2026-05-07,Livree
942,1,3,2026-07-17,En preparation
943,3,1,2025-09-20,Expediee
944,2,3,2026-02-04,Livree
945,3,3,2025-02-05,En preparation
946,1,1,2025-11-18,En preparation
947,1,1,2026-07-05,Livree
948,3,2,2026-01-05,Expediee
949,3,2,2025-06-13,Livree
950,1,3,2026-02-16,Livree
951,1,2,2026-03-09,Expediee
952,3,2,2025-05-19,Expediee
953,3,2,2026-01-26,Livree
954,3,1,2026-06-15,Expediee
955,3,3,2025-11-14,Expediee
956,3,3,2025-05-30,Expediee
957,2,1,2025-01-24,Livree
958,2,3,2025-02-24,Livree
959,3,3,2025-04-04,Expediee
960,2,3,2025-03-28,Expediee
961,3,2,2025-07-10,Expediee
962,3,2,2025-01-21,Livree
963,3,3,2025-04-10,Livree
964,3,3,2026-02-06,Livree
965,1,3,2025-02-20,Livree
966,1,3,2026-02-12,Expediee
967,3,3,2025-03-03,Annulee
968,3,1,2025-07-10,Livree
969,3,1,2026-07-24,Expediee
970,3,2,2025-12-27,Livree
971,1,1,2026-02-26,En preparation
972,3,3,2025-12-21,Annulee
973,3,2,2026-02-04,Livree
974,1,2,2026-01-31,Livree
975,1,1,2025-06-30,Livree
976,1,3,2026-05-30,Livree
977,2,2,2026-03-14,Livree
978,2,1,2025-09-07,Livree
979,3,2,2026-07-15,En preparation
980,1,2,2026-04-17,En preparation
981,3,2,2025-08-03,Livree
982,1,2,2025-07-10,Livree
983,2,2,2025-06-04,En preparation
984,2,2,2026-01-13,Expediee
985,3,1,2026-03-16,Livree
986,2,1,2025-05-22,En preparation
987,2,1,2026-04-30,Expediee
988,3,2,2026-02-18,Livree
989,1,3,2026-04-13,Expediee
990,3,1,2025-06-06,Livree
991,1,2,2025-12-07,Livree
992,1,1,2025-04-04,Expediee
993,2,1,2025-10-03,Livree
994,3,2,2025-02-05,Livree
995,3,1,2026-07-29,En preparation
996,3,1,2026-07-31,Expediee
997,2,3,2025-09-07,Livree
998,1,3,2025-10-20,Expediee
999,1,3,2026-05-10,Livree
1000,1,1,2026-02-04,Livree
1001,1,3,2026-05-28,Livree
1002,2,3,2025-02-07,Expediee
1003,2,2,2025-05-26,En preparation
1004,3,3,2025-09-20,Livree
1005,2,1,2025-10-11,Livree
1006,3,3,2025-08-18,Livree
1007,1,3,2025-06-22,Expediee
1008,3,1,2025-10-18,Livree
1009,2,3,2025-11-24,Expediee
1010,2,1,2025-04-22,Livree
1011,1,2,2025-04-20,Expediee
1012,1,3,2025-04-02,Livree
1013,1,2,2025-07-18,Livree
1014,1,3,2026-01-20,Expediee
1015,1,1,2026-07-08,Expediee
1016,3,3,2025-10-19,En preparation
1017,1,2,2026-03-27,En preparation
1018,3,3,2025-12-02,En preparation
1019,1,1,2026-05-05,Expediee
1020,3,2,2025-10-01,Annulee
1021,2,3,2026-05-09,Livree
1022,1,2,2025-10-01,En preparation
1023,3,2,2025-09-01,En preparation
1024,2,2,2025-12-07,Expediee
1025,3,3,2025-08-19,Expediee
1026,1,2,2025-03-22,Expediee
1027,2,1,2026-06-24,Annulee
1028,1,2,2025-07-09,Annulee
1029,3,2,2026-05-03,En preparation
1030,3,2,2025-03-01,Annulee
1031,1,1,2026-01-30,Expediee
1032,2,1,2025-05-14,Livree
1033,3,2,2025-12-01,Expediee
1034,1,3,2026-06-14,En preparation
1035,3,2,2026-04-02,Livree
1036,3,1,2025-05-21,Livree
1037,1,2,2025-10-03,Livree
1038,1,3,2025-07-20,Livree
1039,2,1,2025-05-14,Livree
1040,1,2,2025-01-24,En preparation
1041,2,1,2026-04-14,Livree
1042,2,1,2025-10-06,Livree
1043,1,2,2025-06-03,Livree
1044,2,2,2026-06-16,En preparation
1045,3,1,2025-02-06,Annulee
1046,3,2,2026-06-14,En preparation
1047,3,2,2025-02-26,Expediee
1048,2,1,2025-10-16,Expediee
1049,2,2,2026-06-21,Livree
1050,3,1,2025-02-24,En preparation
1051,1,1,2026-02-22,Livree
1052,1,3,2026-01-22,Livree
1053,3,1,2025-12-10,En preparation
1054,1,3,2025-09-04,Livree
1055,1,2,2025-10-23,Livree
1056,3,3,2025-08-12,En preparation
1057,3,1,2025-11-15,Livree
1058,1,1,2025-10-24,Livree
1059,3,1,2025-01-16,En preparation
1060,3,2,2025-09-26,Annulee
1061,3,3,2025-05-16,Annulee
1062,2,2,2026-07-07,Expediee
1063,2,2,2025-10-29,Livree
1064,3,3,2025-10-10,Expediee
1065,2,3,2025-05-02,En preparation
1066,1,3,2025-11-09,En preparation
1067,1,3,2025-04-12,Expediee
1068,1,2,2025-10-05,Livree
1069,2,3,2025-05-17,Livree
1070,2,1,2026-03-13,En preparation
1071,2,2,2025-10-22,Livree
1072,2,3,2026-03-17,Livree
1073,3,1,2026-05-08,Livree
1074,1,2,2025-07-16,Livree
1075,2,1,2025-07-31,Expediee
1076,2,1,2026-06-25,En preparation
1077,3,2,2026-03-06,Livree
1078,1,1,2025-10-18,Livree
1079,1,1,2026-07-01,Livree
1080,1,3,2025-03-03,Livree
1081,1,2,2025-04-22,Expediee
1082,1,2,2025-07-14,Expediee
1083,3,1,2026-04-27,Expediee
1084,2,3,2026-01-09,Livree
1085,2,2,2025-11-10,Livree
1086,2,3,2025-05-15,Livree
1087,2,2,2025-05-03,Livree
1088,3,2,2026-04-18,Livree
1089,2,3,2025-08-30,En preparation
1090,3,1,2025-10-15,En preparation
1091,3,1,2025-08-31,En preparation
1092,3,3,2025-06-27,Expediee
1093,2,3,2026-07-20,Livree
1094,2,3,2025-04-24,Expediee
1095,3,2,2025-07-12,Expediee
1096,3,2,2026-03-08,Livree
1097,1,1,2025-09-11,En preparation
1098,3,2,2025-11-04,Livree
1099,1,3,2025-07-02,Livree
1100,3,2,2026-06-24,Livree
1101,1,1,2026-05-16,En preparation
1102,2,1,2025-02-02,Livree
1103,3,2,2026-01-18,Livree
1104,2,3,2025-05-08,Livree
1105,1,3,2025-07-19,Livree
1106,1,1,2025-03-29,Livree
1107,2,2,2025-02-12,En preparation
1108,1,2,2025-01-10,Livree
1109,2,2,2026-03-12,En preparation
1110,1,3,2025-02-08,Expediee
1111,2,3,2025-10-17,Livree
1112,1,1,2025-03-29,Livree
1113,3,3,2025-04-30,Livree
1114,3,2,2026-07-13,Livree
1115,3,2,2025-06-29,Expediee
1116,1,2,2026-05-27,Expediee
1117,3,2,2025-10-07,Annulee
1118,1,2,2025-10-06,En preparation
1119,3,3,2025-05-04,Expediee
1120,1,3,2025-06-26,En preparation
1121,3,3,2025-11-02,Livree
1122,1,3,2025-08-27,Livree
1123,2,2,2025-04-03,Livree
1124,2,3,2026-04-23,En preparation
1125,3,1,2025-11-25,En preparation
1126,1,1,2025-07-10,Expediee
1127,2,2,2026-03-06,Expediee
1128,3,3,2025-10-29,Expediee
1129,3,1,2025-03-01,Livree
1130,1,3,2025-12-12,Expediee
1131,1,2,2026-01-21,Livree
1132,1,1,2025-07-24,Expediee
1133,1,2,2026-05-28,Annulee
1134,2,1,2026-03-11,Livree
1135,3,3,2025-07-26,En preparation
1136,2,1,2026-01-09,Expediee
1137,3,1,2025-04-24,En preparation
1138,1,2,2025-11-12,Livree
1139,3,2,2026-05-17,Expediee
1140,1,3,2025-03-07,Expediee
1141,3,3,2025-09-12,Expediee
1142,3,3,2026-04-24,En preparation
1143,2,2,2025-07-05,En preparation
1144,2,3,2025-11-26,En preparation
1145,3,3,2025-10-08,Expediee
1146,1,2,2026-01-12,Expediee
1147,2,3,2026-03-30,Expediee
1148,1,2,2025-02-12,Livree
1149,1,3,2026-03-17,Livree
1150,3,3,2026-03-20,Expediee
1151,3,3,2026-04-23,Annulee
1152,1,2,2026-04-19,Livree
1153,2,2,2025-06-15,Livree
1154,2,1,2026-02-25,Expediee
1155,2,3,2025-06-09,Livree
1156,2,2,2025-07-13,Expediee
1157,1,2,2026-03-21,Livree
1158,1,1,2025-06-20,Expediee
1159,1,3,2025-07-18,Livree
1160,3,1,2026-03-21,En preparation
1161,1,1,2025-01-14,Expediee
1162,2,3,2025-05-19,Livree
1163,1,2,2025-04-15,Livree
1164,1,1,2026-05-13,En preparation
1165,1,1,2025-08-12,Livree
1166,3,2,2025-04-09,Expediee
1167,2,2,2025-01-19,Livree
1168,2,2,2025-07-09,Livree
1169,1,2,2025-02-09,Livree
1170,1,3,2025-08-17,Livree
1171,3,3,2025-07-29,Livree
1172,1,2,2026-01-14,Livree
1173,3,2,2025-08-03,Livree
1174,2,1,2025-11-28,Livree
1175,2,1,2025-03-04,En preparation
1176,3,3,2025-09-14,En preparation
1177,1,1,2025-01-18,Livree
1178,1,1,2025-07-13,Livree
1179,2,1,2025-07-08,Livree
1180,2,1,2026-01-13,Expediee
1181,2,1,2025-03-20,Livree
1182,1,1,2026-01-01,Livree
1183,1,1,2026-03-29,Livree
1184,2,3,2025-08-15,En preparation
1185,1,2,2026-04-17,Livree
1186,2,2,2025-07-02,Expediee
1187,1,2,2025-04-08,Livree
1188,2,1,2026-05-16,En preparation
1189,1,1,2025-01-25,Expediee
1190,2,3,2026-06-28,Livree
1191,3,3,2026-01-20,Annulee
1192,3,2,2026-07-07,Livree
1193,3,3,2025-06-02,Livree
1194,2,2,2025-01-14,Livree
1195,1,2,2025-07-25,Livree
1196,1,1,2025-12-15,Livree
1197,1,3,2026-07-24,Expediee
1198,3,2,2025-05-18,Livree
1199,3,2,2025-05-12,En preparation
1200,1,2,2025-08-29,Annulee
1201,2,2,2025-04-05,Livree
1202,3,1,2026-04-27,Expediee
1203,2,3,2025-09-30,Livree
1204,1,3,2026-01-19,En preparation
1205,1,3,2025-10-04,Livree
1206,3,1,2026-01-03,Livree
1207,1,3,2025-07-20,Expediee
1208,1,1,2025-08-10,Livree
1209,2,1,2025-05-22,En preparation
1210,3,3,2025-08-19,Expediee
1211,1,3,2025-01-04,Livree
1212,3,3,2025-03-22,En preparation
1213,3,3,2025-04-09,Livree
1214,3,2,2025-09-25,Livree
1215,1,3,2025-07-16,En preparation
1216,3,2,2025-04-14,Annulee
1217,2,1,2025-09-23,Livree
1218,3,1,2026-05-09,Livree
1219,1,3,2025-12-23,Livree
1220,3,1,2026-04-01,Livree
1221,1,1,2026-05-17,Livree
1222,1,2,2026-05-27,Livree
1223,3,3,2025-05-23,En preparation
1224,1,1,2025-03-26,Expediee
1225,1,2,2025-02-05,Expediee
1226,3,1,2025-06-29,Livree
1227,3,3,2025-12-09,Expediee
1228,1,2,2026-05-15,En preparation
1229,3,3,2026-05-04,Expediee
1230,1,2,2025-09-14,Livree
1231,1,3,2025-08-02,Livree
1232,3,2,2025-06-25,En preparation
1233,2,3,2025-08-21,Expediee
1234,1,1,2025-06-14,Livree
1235,3,3,2025-06-17,Annulee
1236,3,1,2025-06-02,Livree
1237,3,3,2025-04-16,Livree
1238,1,3,2026-03-05,Livree
1239,3,1,2026-02-07,Livree
1240,3,3,2025-01-19,Expediee
1241,1,3,2025-05-28,Livree
1242,3,1,2025-10-02,Livree
1243,3,3,2026-03-24,Livree
1244,2,2,2025-01-21,Livree
1245,2,3,2026-02-05,Livree
1246,1,2,2025-10-15,En preparation
1247,3,1,2026-05-01,Livree
1248,1,1,2025-02-20,Livree
1249,3,1,2025-07-23,En preparation
1250,1,2,2026-07-12,Expediee
1251,2,1,2025-01-17,Livree
1252,3,2,2025-05-02,Livree
1253,3,1,2026-06-04,Livree
1254,3,3,2026-01-25,Livree
1255,1,1,2025-06-17,Livree
1256,1,1,2026-07-07,En preparation
1257,2,1,2025-04-15,Livree
1258,3,2,2026-03-06,Expediee
1259,1,1,2026-06-19,Livree
1260,1,1,2025-08-30,En preparation
1261,2,1,2026-02-23,Livree
1262,1,3,2025-05-03,Expediee
1263,3,3,2025-08-17,Livree
1264,1,2,2025-01-14,Expediee
1265,2,1,2026-06-16,Livree
1266,1,2,2026-03-21,Livree
1267,3,2,2025-05-31,Livree
1268,3,3,2025-04-07,Livree
1269,3,2,2025-07-18,En preparation
1270,3,2,2026-05-01,En preparation
1271,1,3,2025-10-12,En preparation
1272,3,1,2025-05-17,Expediee
1273,3,3,2025-02-12,Livree
1274,1,3,2025-12-10,Livree
1275,3,1,2026-02-09,Livree
1276,3,2,2026-02-27,En preparation
1277,3,1,2025-06-18,Livree
1278,3,1,2025-07-06,En preparation
1279,1,1,2025-01-06,En preparation
1280,1,1,2026-06-04,Livree
1281,2,2,2025-05-18,Expediee
1282,2,1,2025-02-15,Expediee
1283,2,1,2025-05-06,En preparation
1284,1,2,2025-06-30,Livree
1285,2,1,2025-06-09,Expediee
1286,3,3,2025-09-04,Livree
1287,3,1,2026-07-18,Annulee
1288,2,1,2025-07-03,Livree
1289,1,1,2025-01-11,Expediee
1290,2,1,2026-03-21,Livree
1291,1,2,2025-06-27,En preparation
1292,2,3,2025-02-17,Livree
1293,1,3,2025-09-29,Livree
1294,2,2,2026-03-19,Livree
1295,2,3,2025-01-31,En preparation
1296,1,1,2025-09-15,Expediee
1297,1,3,2025-03-07,Livree
1298,1,3,2026-05-26,Livree
1299,2,3,2026-01-22,Expediee
1300,3,2,2026-06-14,Livree
1301,1,1,2026-06-07,Livree
1302,1,1,2025-10-02,Expediee
1303,3,3,2025-09-12,Livree
1304,1,2,2026-02-16,En preparation
1305,2,2,2025-01-20,Annulee
1306,2,3,2025-08-12,Expediee
1307,1,2,2026-04-11,Livree
1308,2,1,2025-11-03,Livree
1309,1,2,2026-01-05,Expediee
1310,2,1,2025-12-21,Livree
1311,3,2,2025-11-09,Livree
1312,2,2,2026-02-23,Livree
1313,2,2,2026-07-08,Expediee
1314,1,1,2025-01-31,Livree
1315,2,1,2025-06-11,Livree
1316,3,3,2026-04-25,Livree
1317,3,3,2025-05-11,Expediee
1318,1,3,2025-04-22,Expediee
1319,3,1,2025-11-19,Livree
1320,3,3,2025-03-09,En preparation
1321,2,2,2025-10-10,En preparation
1322,2,1,2026-04-26,Livree
1323,2,3,2025-06-17,Livree
1324,3,1,2026-07-30,Livree
1325,1,1,2025-05-10,Livree
1326,3,2,2026-07-27,Expediee
1327,3,3,2025-04-01,Livree
1328,3,2,2026-02-14,Expediee
1329,1,1,2025-04-26,Livree
1330,1,1,2025-01-30,Expediee
1331,3,2,2025-05-24,Livree
1332,1,3,2026-03-20,Expediee
1333,1,1,2025-08-24,Livree
1334,2,1,2026-04-18,Annulee
1335,1,1,2025-05-03,Livree
1336,1,1,2026-04-25,Expediee
1337,2,1,2026-02-21,Livree
1338,1,3,2026-06-15,Livree
1339,3,2,2025-09-29,Expediee
1340,1,1,2025-06-27,Annulee
1341,1,2,2025-10-06,Livree
1342,2,3,2025-05-06,Livree
1343,1,2,2026-02-17,En preparation
1344,2,1,2026-06-16,En preparation
1345,1,1,2025-02-15,Livree
1346,2,2,2025-05-14,Expediee
1347,3,1,2025-01-31,Livree
1348,3,1,2026-07-19,En preparation
1349,1,1,2026-01-30,Livree
1350,2,1,2025-11-08,Livree
1351,2,2,2025-11-27,Expediee
1352,2,2,2025-12-06,Expediee
1353,2,1,2025-01-25,Livree
1354,3,2,2026-06-02,Livree
1355,2,3,2025-01-03,Livree
1356,3,2,2026-05-18,Expediee
1357,3,3,2025-08-16,Livree
1358,2,1,2025-06-13,Expediee
1359,1,2,2025-02-09,Livree
1360,3,3,2026-01-27,Expediee
1361,2,3,2025-04-18,Livree
1362,2,1,2026-02-23,Livree
1363,1,1,2025-05-27,Livree
1364,3,2,2026-06-08,Expediee
1365,2,3,2026-05-09,Livree
1366,2,1,2025-10-03,Livree
1367,3,3,2026-06-05,En preparation
1368,3,3,2025-08-08,Expediee
1369,1,1,2026-03-12,Livree
1370,2,3,2025-11-07,Livree
1371,3,1,2025-03-11,Livree
1372,1,2,2026-07-14,Livree
1373,3,1,2025-11-08,Livree
1374,3,1,2025-11-30,Livree
1375,1,2,2026-07-30,Livree
1376,1,3,2026-02-25,Annulee
1377,3,1,2025-03-17,Livree
1378,2,3,2026-05-31,Livree
1379,2,3,2025-03-12,Livree
1380,1,2,2025-03-30,Livree
1381,1,2,2025-09-02,Livree
1382,1,1,2025-01-20,En preparation
1383,2,3,2025-08-01,Expediee
1384,2,2,2026-02-22,Expediee
1385,1,3,2025-05-24,Expediee
1386,3,2,2025-05-05,Expediee
1387,2,3,2026-05-26,Livree
1388,2,3,2025-07-15,Livree
1389,1,1,2025-05-15,En preparation
1390,2,1,2026-05-12,Expediee
1391,3,2,2025-09-23,Livree
1392,1,2,2025-04-10,Livree
1393,2,3,2025-04-24,Expediee
1394,3,3,2026-07-27,Expediee
1395,3,2,2026-06-17,Livree
1396,2,1,2025-02-02,Livree
1397,3,1,2025-09-15,Expediee
1398,2,2,2025-05-14,Livree
1399,3,3,2025-06-18,Livree
1400,3,2,2026-04-01,Livree
