timestamp,entrepot,zone,temperature_c,alerte
2026-08-02T06:30:00,OMG-LYO,Zone froide B,3.93,0
2026-08-02T06:45:00,OMG-LYO,Zone froide B,3.8,0
2026-08-02T07:00:00,OMG-LYO,Zone froide B,2.71,0
2026-08-02T07:15:00,OMG-LYO,Zone froide B,0.79,0
2026-08-02T07:30:00,OMG-LYO,Zone froide B,3.57,0
2026-08-02T07:45:00,OMG-LYO,Zone froide B,3.13,0
2026-08-02T08:00:00,OMG-LYO,Zone froide B,3.57,0
2026-08-02T08:15:00,OMG-LYO,Zone froide B,1.87,0
2026-08-02T08:30:00,OMG-LYO,Zone froide B,3.73,0
2026-08-02T08:45:00,OMG-LYO,Zone froide B,3.75,0
2026-08-02T09:00:00,OMG-LYO,Zone froide B,2.36,0
2026-08-02T09:15:00,OMG-LYO,Zone froide B,3.73,0
2026-08-02T09:30:00,OMG-LYO,Zone froide B,2.53,0
2026-08-02T09:45:00,OMG-LYO,Zone froide B,3.64,0
2026-08-02T10:00:00,OMG-LYO,Zone froide B,2.21,0
2026-08-02T10:15:00,OMG-LYO,Zone froide B,3.53,0
2026-08-02T10:30:00,OMG-LYO,Zone froide B,4.31,0
2026-08-02T10:45:00,OMG-LYO,Zone froide B,3.78,0
2026-08-02T11:00:00,OMG-LYO,Zone froide B,4.7,0
2026-08-02T11:15:00,OMG-LYO,Zone froide B,3.55,0
2026-08-02T11:30:00,OMG-LYO,Zone froide B,3.11,0
2026-08-02T11:45:00,OMG-LYO,Zone froide B,2.55,0
2026-08-02T12:00:00,OMG-LYO,Zone froide B,2.61,0
2026-08-02T12:15:00,OMG-LYO,Zone froide B,2.09,0
2026-08-02T12:30:00,OMG-LYO,Zone froide B,2.0,0
2026-08-02T12:45:00,OMG-LYO,Zone froide B,3.71,0
2026-08-02T13:00:00,OMG-LYO,Zone froide B,3.18,0
2026-08-02T13:15:00,OMG-LYO,Zone froide B,1.93,0
2026-08-02T13:30:00,OMG-LYO,Zone froide B,2.4,0
2026-08-02T13:45:00,OMG-LYO,Zone froide B,3.51,0
2026-08-02T14:00:00,OMG-LYO,Zone froide B,2.15,0
2026-08-02T14:15:00,OMG-LYO,Zone froide B,2.6,0
2026-08-02T14:30:00,OMG-LYO,Zone froide B,2.65,0
2026-08-02T14:45:00,OMG-LYO,Zone froide B,2.64,0
2026-08-02T15:00:00,OMG-LYO,Zone froide B,4.18,0
2026-08-02T15:15:00,OMG-LYO,Zone froide B,2.98,0
2026-08-02T15:30:00,OMG-LYO,Zone froide B,2.78,0
2026-08-02T15:45:00,OMG-LYO,Zone froide B,3.23,0
2026-08-02T16:00:00,OMG-LYO,Zone froide B,2.66,0
2026-08-02T16:15:00,OMG-LYO,Zone froide B,2.84,0
2026-08-02T16:30:00,OMG-LYO,Zone froide B,3.41,0
2026-08-02T16:45:00,OMG-LYO,Zone froide B,4.61,0
2026-08-02T17:00:00,OMG-LYO,Zone froide B,4.23,0
2026-08-02T17:15:00,OMG-LYO,Zone froide B,3.28,0
2026-08-02T17:30:00,OMG-LYO,Zone froide B,2.68,0
2026-08-02T17:45:00,OMG-LYO,Zone froide B,2.86,0
2026-08-02T18:00:00,OMG-LYO,Zone froide B,3.07,0
2026-08-02T18:15:00,OMG-LYO,Zone froide B,2.84,0
2026-08-02T18:30:00,OMG-LYO,Zone froide B,2.61,0
2026-08-02T18:45:00,OMG-LYO,Zone froide B,1.86,0
2026-08-02T19:00:00,OMG-LYO,Zone froide B,3.29,0
2026-08-02T19:15:00,OMG-LYO,Zone froide B,2.06,0
2026-08-02T19:30:00,OMG-LYO,Zone froide B,4.21,0
2026-08-02T19:45:00,OMG-LYO,Zone froide B,3.05,0
2026-08-02T20:00:00,OMG-LYO,Zone froide B,2.37,0
2026-08-02T20:15:00,OMG-LYO,Zone froide B,3.67,0
2026-08-02T20:30:00,OMG-LYO,Zone froide B,4.83,0
2026-08-02T20:45:00,OMG-LYO,Zone froide B,3.55,0
2026-08-02T21:00:00,OMG-LYO,Zone froide B,4.09,0
2026-08-02T21:15:00,OMG-LYO,Zone froide B,4.06,0
2026-08-02T21:30:00,OMG-LYO,Zone froide B,2.79,0
2026-08-02T21:45:00,OMG-LYO,Zone froide B,3.93,0
2026-08-02T22:00:00,OMG-LYO,Zone froide B,0.39,0
2026-08-02T22:15:00,OMG-LYO,Zone froide B,3.14,0
2026-08-02T22:30:00,OMG-LYO,Zone froide B,3.41,0
2026-08-02T22:45:00,OMG-LYO,Zone froide B,3.69,0
2026-08-02T23:00:00,OMG-LYO,Zone froide B,2.63,0
2026-08-02T23:15:00,OMG-LYO,Zone froide B,4.02,0
2026-08-02T23:30:00,OMG-LYO,Zone froide B,3.45,0
2026-08-02T23:45:00,OMG-LYO,Zone froide B,2.19,0
2026-08-03T00:00:00,OMG-LYO,Zone froide B,4.47,0
2026-08-03T00:15:00,OMG-LYO,Zone froide B,2.95,0
2026-08-03T00:30:00,OMG-LYO,Zone froide B,1.22,0
2026-08-03T00:45:00,OMG-LYO,Zone froide B,2.55,0
2026-08-03T01:00:00,OMG-LYO,Zone froide B,2.82,0
2026-08-03T01:15:00,OMG-LYO,Zone froide B,2.08,0
2026-08-03T01:30:00,OMG-LYO,Zone froide B,2.51,0
2026-08-03T01:45:00,OMG-LYO,Zone froide B,2.74,0
2026-08-03T02:00:00,OMG-LYO,Zone froide B,2.5,0
2026-08-03T02:15:00,OMG-LYO,Zone froide B,2.4,0
2026-08-03T02:30:00,OMG-LYO,Zone froide B,2.94,0
2026-08-03T02:45:00,OMG-LYO,Zone froide B,2.46,0
2026-08-03T03:00:00,OMG-LYO,Zone froide B,3.28,0
2026-08-03T03:15:00,OMG-LYO,Zone froide B,1.72,0
2026-08-03T03:30:00,OMG-LYO,Zone froide B,2.15,0
2026-08-03T03:45:00,OMG-LYO,Zone froide B,4.05,0
2026-08-03T04:00:00,OMG-LYO,Zone froide B,1.88,0
2026-08-03T04:15:00,OMG-LYO,Zone froide B,3.2,0
2026-08-03T04:30:00,OMG-LYO,Zone froide B,3.57,0
2026-08-03T04:45:00,OMG-LYO,Zone froide B,2.96,0
2026-08-03T05:00:00,OMG-LYO,Zone froide B,3.07,0
2026-08-03T05:15:00,OMG-LYO,Zone froide B,2.94,0
2026-08-03T05:30:00,OMG-LYO,Zone froide B,3.25,0
2026-08-03T05:45:00,OMG-LYO,Zone froide B,2.04,0
2026-08-03T06:00:00,OMG-LYO,Zone froide B,3.19,0
2026-08-03T06:15:00,OMG-LYO,Zone froide B,3.9,0
2026-08-03T06:30:00,OMG-LYO,Zone froide B,3.26,0
2026-08-03T06:45:00,OMG-LYO,Zone froide B,4.05,0
2026-08-03T07:00:00,OMG-LYO,Zone froide B,2.95,0
2026-08-03T07:15:00,OMG-LYO,Zone froide B,4.85,0
2026-08-03T07:30:00,OMG-LYO,Zone froide B,3.33,0
2026-08-03T07:45:00,OMG-LYO,Zone froide B,3.19,0
2026-08-03T08:00:00,OMG-LYO,Zone froide B,2.68,0
2026-08-03T08:15:00,OMG-LYO,Zone froide B,2.47,0
2026-08-03T08:30:00,OMG-LYO,Zone froide B,5.17,1
2026-08-03T08:45:00,OMG-LYO,Zone froide B,2.94,0
2026-08-03T09:00:00,OMG-LYO,Zone froide B,2.66,0
2026-08-03T09:15:00,OMG-LYO,Zone froide B,2.92,0
2026-08-03T09:30:00,OMG-LYO,Zone froide B,1.65,0
2026-08-03T09:45:00,OMG-LYO,Zone froide B,4.07,0
2026-08-03T10:00:00,OMG-LYO,Zone froide B,2.59,0
2026-08-03T10:15:00,OMG-LYO,Zone froide B,4.27,0
2026-08-03T10:30:00,OMG-LYO,Zone froide B,2.77,0
2026-08-03T10:45:00,OMG-LYO,Zone froide B,3.83,0
2026-08-03T11:00:00,OMG-LYO,Zone froide B,4.3,0
2026-08-03T11:15:00,OMG-LYO,Zone froide B,3.18,0
2026-08-03T11:30:00,OMG-LYO,Zone froide B,3.98,0
2026-08-03T11:45:00,OMG-LYO,Zone froide B,3.82,0
2026-08-03T12:00:00,OMG-LYO,Zone froide B,2.75,0
2026-08-03T12:15:00,OMG-LYO,Zone froide B,2.57,0
2026-08-03T12:30:00,OMG-LYO,Zone froide B,3.63,0
2026-08-03T12:45:00,OMG-LYO,Zone froide B,2.58,0
2026-08-03T13:00:00,OMG-LYO,Zone froide B,3.11,0
2026-08-03T13:15:00,OMG-LYO,Zone froide B,2.56,0
2026-08-03T13:30:00,OMG-LYO,Zone froide B,1.89,0
2026-08-03T13:45:00,OMG-LYO,Zone froide B,2.55,0
2026-08-03T14:00:00,OMG-LYO,Zone froide B,3.27,0
2026-08-03T14:15:00,OMG-LYO,Zone froide B,2.85,0
2026-08-03T14:30:00,OMG-LYO,Zone froide B,3.92,0
2026-08-03T14:45:00,OMG-LYO,Zone froide B,3.63,0
2026-08-03T15:00:00,OMG-LYO,Zone froide B,2.11,0
2026-08-03T15:15:00,OMG-LYO,Zone froide B,3.67,0
2026-08-03T15:30:00,OMG-LYO,Zone froide B,3.6,0
2026-08-03T15:45:00,OMG-LYO,Zone froide B,3.95,0
2026-08-03T16:00:00,OMG-LYO,Zone froide B,2.37,0
2026-08-03T16:15:00,OMG-LYO,Zone froide B,2.93,0
2026-08-03T16:30:00,OMG-LYO,Zone froide B,4.17,0
2026-08-03T16:45:00,OMG-LYO,Zone froide B,2.25,0
2026-08-03T17:00:00,OMG-LYO,Zone froide B,2.91,0
2026-08-03T17:15:00,OMG-LYO,Zone froide B,3.13,0
2026-08-03T17:30:00,OMG-LYO,Zone froide B,4.25,0
2026-08-03T17:45:00,OMG-LYO,Zone froide B,2.2,0
2026-08-03T18:00:00,OMG-LYO,Zone froide B,1.6,0
2026-08-03T18:15:00,OMG-LYO,Zone froide B,2.68,0
2026-08-03T18:30:00,OMG-LYO,Zone froide B,2.88,0
2026-08-03T18:45:00,OMG-LYO,Zone froide B,4.12,0
2026-08-03T19:00:00,OMG-LYO,Zone froide B,2.69,0
2026-08-03T19:15:00,OMG-LYO,Zone froide B,3.54,0
2026-08-03T19:30:00,OMG-LYO,Zone froide B,3.24,0
2026-08-03T19:45:00,OMG-LYO,Zone froide B,1.97,0
2026-08-03T20:00:00,OMG-LYO,Zone froide B,2.88,0
2026-08-03T20:15:00,OMG-LYO,Zone froide B,3.06,0
2026-08-03T20:30:00,OMG-LYO,Zone froide B,2.79,0
2026-08-03T20:45:00,OMG-LYO,Zone froide B,4.22,0
2026-08-03T21:00:00,OMG-LYO,Zone froide B,1.59,0
2026-08-03T21:15:00,OMG-LYO,Zone froide B,3.15,0
2026-08-03T21:30:00,OMG-LYO,Zone froide B,2.84,0
2026-08-03T21:45:00,OMG-LYO,Zone froide B,3.53,0
2026-08-03T22:00:00,OMG-LYO,Zone froide B,2.54,0
2026-08-03T22:15:00,OMG-LYO,Zone froide B,3.28,0
2026-08-03T22:30:00,OMG-LYO,Zone froide B,2.75,0
2026-08-03T22:45:00,OMG-LYO,Zone froide B,3.45,0
2026-08-03T23:00:00,OMG-LYO,Zone froide B,2.18,0
2026-08-03T23:15:00,OMG-LYO,Zone froide B,3.42,0
2026-08-03T23:30:00,OMG-LYO,Zone froide B,1.1,0
2026-08-03T23:45:00,OMG-LYO,Zone froide B,2.48,0
2026-08-01T00:00:00,OMG-LYO,Zone ambiante,17.87,0
2026-08-01T00:15:00,OMG-LYO,Zone ambiante,18.26,0
2026-08-01T00:30:00,OMG-LYO,Zone ambiante,17.86,0
2026-08-01T00:45:00,OMG-LYO,Zone ambiante,17.95,0
2026-08-01T01:00:00,OMG-LYO,Zone ambiante,17.29,0
2026-08-01T01:15:00,OMG-LYO,Zone ambiante,17.98,0
2026-08-01T01:30:00,OMG-LYO,Zone ambiante,17.63,0
2026-08-01T01:45:00,OMG-LYO,Zone ambiante,17.07,0
2026-08-01T02:00:00,OMG-LYO,Zone ambiante,17.47,0
2026-08-01T02:15:00,OMG-LYO,Zone ambiante,19.8,0
2026-08-01T02:30:00,OMG-LYO,Zone ambiante,17.51,0
2026-08-01T02:45:00,OMG-LYO,Zone ambiante,17.98,0
2026-08-01T03:00:00,OMG-LYO,Zone ambiante,18.1,0
2026-08-01T03:15:00,OMG-LYO,Zone ambiante,18.14,0
2026-08-01T03:30:00,OMG-LYO,Zone ambiante,18.37,0
2026-08-01T03:45:00,OMG-LYO,Zone ambiante,17.02,0
2026-08-01T04:00:00,OMG-LYO,Zone ambiante,17.49,0
2026-08-01T04:15:00,OMG-LYO,Zone ambiante,17.98,0
2026-08-01T04:30:00,OMG-LYO,Zone ambiante,18.43,0
2026-08-01T04:45:00,OMG-LYO,Zone ambiante,18.08,0
2026-08-01T05:00:00,OMG-LYO,Zone ambiante,18.6,0
2026-08-01T05:15:00,OMG-LYO,Zone ambiante,17.75,0
2026-08-01T05:30:00,OMG-LYO,Zone ambiante,17.31,0
2026-08-01T05:45:00,OMG-LYO,Zone ambiante,18.52,0
2026-08-01T06:00:00,OMG-LYO,Zone ambiante,18.92,0
2026-08-01T06:15:00,OMG-LYO,Zone ambiante,17.62,0
2026-08-01T06:30:00,OMG-LYO,Zone ambiante,18.18,0
2026-08-01T06:45:00,OMG-LYO,Zone ambiante,17.36,0
2026-08-01T07:00:00,OMG-LYO,Zone ambiante,18.96,0
2026-08-01T07:15:00,OMG-LYO,Zone ambiante,17.37,0
2026-08-01T07:30:00,OMG-LYO,Zone ambiante,17.33,0
2026-08-01T07:45:00,OMG-LYO,Zone ambiante,17.61,0
2026-08-01T08:00:00,OMG-LYO,Zone ambiante,18.96,0
2026-08-01T08:15:00,OMG-LYO,Zone ambiante,18.92,0
2026-08-01T08:30:00,OMG-LYO,Zone ambiante,18.55,0
2026-08-01T08:45:00,OMG-LYO,Zone ambiante,18.01,0
2026-08-01T09:00:00,OMG-LYO,Zone ambiante,18.13,0
2026-08-01T09:15:00,OMG-LYO,Zone ambiante,16.86,0
2026-08-01T09:30:00,OMG-LYO,Zone ambiante,17.97,0
2026-08-01T09:45:00,OMG-LYO,Zone ambiante,18.97,0
2026-08-01T10:00:00,OMG-LYO,Zone ambiante,17.79,0
2026-08-01T10:15:00,OMG-LYO,Zone ambiante,16.86,0
2026-08-01T10:30:00,OMG-LYO,Zone ambiante,18.18,0
2026-08-01T10:45:00,OMG-LYO,Zone ambiante,18.46,0
2026-08-01T11:00:00,OMG-LYO,Zone ambiante,17.81,0
2026-08-01T11:15:00,OMG-LYO,Zone ambiante,19.02,0
2026-08-01T11:30:00,OMG-LYO,Zone ambiante,18.67,0
2026-08-01T11:45:00,OMG-LYO,Zone ambiante,18.55,0
2026-08-01T12:00:00,OMG-LYO,Zone ambiante,19.21,0
2026-08-01T12:15:00,OMG-LYO,Zone ambiante,17.16,0
2026-08-01T12:30:00,OMG-LYO,Zone ambiante,17.36,0
2026-08-01T12:45:00,OMG-LYO,Zone ambiante,18.35,0
2026-08-01T13:00:00,OMG-LYO,Zone ambiante,16.71,0
2026-08-01T13:15:00,OMG-LYO,Zone ambiante,17.0,0
2026-08-01T13:30:00,OMG-LYO,Zone ambiante,18.16,0
2026-08-01T13:45:00,OMG-LYO,Zone ambiante,18.76,0
2026-08-01T14:00:00,OMG-LYO,Zone ambiante,17.58,0
2026-08-01T14:15:00,OMG-LYO,Zone ambiante,17.84,0
2026-08-01T14:30:00,OMG-LYO,Zone ambiante,17.53,0
2026-08-01T14:45:00,OMG-LYO,Zone ambiante,16.5,0
2026-08-01T15:00:00,OMG-LYO,Zone ambiante,19.18,0
2026-08-01T15:15:00,OMG-LYO,Zone ambiante,16.72,0
2026-08-01T15:30:00,OMG-LYO,Zone ambiante,16.38,0
2026-08-01T15:45:00,OMG-LYO,Zone ambiante,18.24,0
2026-08-01T16:00:00,OMG-LYO,Zone ambiante,17.73,0
2026-08-01T16:15:00,OMG-LYO,Zone ambiante,17.8,0
2026-08-01T16:30:00,OMG-LYO,Zone ambiante,18.21,0
2026-08-01T16:45:00,OMG-LYO,Zone ambiante,18.22,0
2026-08-01T17:00:00,OMG-LYO,Zone ambiante,18.5,0
2026-08-01T17:15:00,OMG-LYO,Zone ambiante,18.53,0
2026-08-01T17:30:00,OMG-LYO,Zone ambiante,18.54,0
2026-08-01T17:45:00,OMG-LYO,Zone ambiante,18.27,0
2026-08-01T18:00:00,OMG-LYO,Zone ambiante,17.65,0
2026-08-01T18:15:00,OMG-LYO,Zone ambiante,18.85,0
2026-08-01T18:30:00,OMG-LYO,Zone ambiante,17.09,0
2026-08-01T18:45:00,OMG-LYO,Zone ambiante,17.93,0
2026-08-01T19:00:00,OMG-LYO,Zone ambiante,17.28,0
2026-08-01T19:15:00,OMG-LYO,Zone ambiante,18.17,0
2026-08-01T19:30:00,OMG-LYO,Zone ambiante,18.8,0
2026-08-01T19:45:00,OMG-LYO,Zone ambiante,17.75,0
2026-08-01T20:00:00,OMG-LYO,Zone ambiante,17.64,0
2026-08-01T20:15:00,OMG-LYO,Zone ambiante,16.65,0
2026-08-01T20:30:00,OMG-LYO,Zone ambiante,17.33,0
2026-08-01T20:45:00,OMG-LYO,Zone ambiante,18.23,0
2026-08-01T21:00:00,OMG-LYO,Zone ambiante,18.68,0
2026-08-01T21:15:00,OMG-LYO,Zone ambiante,18.41,0
2026-08-01T21:30:00,OMG-LYO,Zone ambiante,18.97,0
2026-08-01T21:45:00,OMG-LYO,Zone ambiante,17.44,0
2026-08-01T22:00:00,OMG-LYO,Zone ambiante,18.29,0
2026-08-01T22:15:00,OMG-LYO,Zone ambiante,19.46,0
2026-08-01T22:30:00,OMG-LYO,Zone ambiante,18.31,0
2026-08-01T22:45:00,OMG-LYO,Zone ambiante,16.08,0
2026-08-01T23:00:00,OMG-LYO,Zone ambiante,18.08,0
2026-08-01T23:15:00,OMG-LYO,Zone ambiante,16.97,0
2026-08-01T23:30:00,OMG-LYO,Zone ambiante,18.21,0
2026-08-01T23:45:00,OMG-LYO,Zone ambiante,18.16,0
2026-08-02T00:00:00,OMG-LYO,Zone ambiante,18.91,0
2026-08-02T00:15:00,OMG-LYO,Zone ambiante,18.68,0
2026-08-02T00:30:00,OMG-LYO,Zone ambiante,19.15,0
2026-08-02T00:45:00,OMG-LYO,Zone ambiante,19.05,0
2026-08-02T01:00:00,OMG-LYO,Zone ambiante,17.73,0
2026-08-02T01:15:00,OMG-LYO,Zone ambiante,17.77,0
2026-08-02T01:30:00,OMG-LYO,Zone ambiante,17.72,0
2026-08-02T01:45:00,OMG-LYO,Zone ambiante,17.96,0
2026-08-02T02:00:00,OMG-LYO,Zone ambiante,17.61,0
2026-08-02T02:15:00,OMG-LYO,Zone ambiante,17.92,0
2026-08-02T02:30:00,OMG-LYO,Zone ambiante,17.6,0
2026-08-02T02:45:00,OMG-LYO,Zone ambiante,18.14,0
2026-08-02T03:00:00,OMG-LYO,Zone ambiante,19.05,0
2026-08-02T03:15:00,OMG-LYO,Zone ambiante,19.6,0
2026-08-02T03:30:00,OMG-LYO,Zone ambiante,17.4,0
2026-08-02T03:45:00,OMG-LYO,Zone ambiante,16.86,0
2026-08-02T04:00:00,OMG-LYO,Zone ambiante,18.13,0
2026-08-02T04:15:00,OMG-LYO,Zone ambiante,18.83,0
2026-08-02T04:30:00,OMG-LYO,Zone ambiante,18.56,0
2026-08-02T04:45:00,OMG-LYO,Zone ambiante,17.57,0
2026-08-02T05:00:00,OMG-LYO,Zone ambiante,18.28,0
2026-08-02T05:15:00,OMG-LYO,Zone ambiante,17.91,0
2026-08-02T05:30:00,OMG-LYO,Zone ambiante,17.73,0
2026-08-02T05:45:00,OMG-LYO,Zone ambiante,16.8,0
2026-08-02T06:00:00,OMG-LYO,Zone ambiante,18.44,0
2026-08-02T06:15:00,OMG-LYO,Zone ambiante,18.49,0
2026-08-02T06:30:00,OMG-LYO,Zone ambiante,17.56,0
2026-08-02T06:45:00,OMG-LYO,Zone ambiante,18.74,0
2026-08-02T07:00:00,OMG-LYO,Zone ambiante,16.59,0
2026-08-02T07:15:00,OMG-LYO,Zone ambiante,18.92,0
2026-08-02T07:30:00,OMG-LYO,Zone ambiante,17.53,0
2026-08-02T07:45:00,OMG-LYO,Zone ambiante,17.02,0
2026-08-02T08:00:00,OMG-LYO,Zone ambiante,18.62,0
2026-08-02T08:15:00,OMG-LYO,Zone ambiante,16.8,0
2026-08-02T08:30:00,OMG-LYO,Zone ambiante,17.41,0
2026-08-02T08:45:00,OMG-LYO,Zone ambiante,16.9,0
2026-08-02T09:00:00,OMG-LYO,Zone ambiante,17.33,0
2026-08-02T09:15:00,OMG-LYO,Zone ambiante,17.88,0
2026-08-02T09:30:00,OMG-LYO,Zone ambiante,17.34,0
2026-08-02T09:45:00,OMG-LYO,Zone ambiante,18.75,0
2026-08-02T10:00:00,OMG-LYO,Zone ambiante,17.41,0
2026-08-02T10:15:00,OMG-LYO,Zone ambiante,17.6,0
2026-08-02T10:30:00,OMG-LYO,Zone ambiante,19.96,0
2026-08-02T10:45:00,OMG-LYO,Zone ambiante,19.92,0
2026-08-02T11:00:00,OMG-LYO,Zone ambiante,18.32,0
2026-08-02T11:15:00,OMG-LYO,Zone ambiante,18.52,0
2026-08-02T11:30:00,OMG-LYO,Zone ambiante,17.51,0
2026-08-02T11:45:00,OMG-LYO,Zone ambiante,18.44,0
2026-08-02T12:00:00,OMG-LYO,Zone ambiante,18.26,0
2026-08-02T12:15:00,OMG-LYO,Zone ambiante,18.34,0
2026-08-02T12:30:00,OMG-LYO,Zone ambiante,17.73,0
2026-08-02T12:45:00,OMG-LYO,Zone ambiante,18.26,0
2026-08-02T13:00:00,OMG-LYO,Zone ambiante,18.02,0
2026-08-02T13:15:00,OMG-LYO,Zone ambiante,17.79,0
2026-08-02T13:30:00,OMG-LYO,Zone ambiante,20.17,0
2026-08-02T13:45:00,OMG-LYO,Zone ambiante,18.07,0
2026-08-02T14:00:00,OMG-LYO,Zone ambiante,18.51,0
2026-08-02T14:15:00,OMG-LYO,Zone ambiante,18.34,0
2026-08-02T14:30:00,OMG-LYO,Zone ambiante,18.08,0
2026-08-02T14:45:00,OMG-LYO,Zone ambiante,16.53,0
2026-08-02T15:00:00,OMG-LYO,Zone ambiante,16.79,0
2026-08-02T15:15:00,OMG-LYO,Zone ambiante,17.9,0
2026-08-02T15:30:00,OMG-LYO,Zone ambiante,17.07,0
2026-08-02T15:45:00,OMG-LYO,Zone ambiante,18.03,0
2026-08-02T16:00:00,OMG-LYO,Zone ambiante,18.78,0
2026-08-02T16:15:00,OMG-LYO,Zone ambiante,16.86,0
2026-08-02T16:30:00,OMG-LYO,Zone ambiante,16.29,0
2026-08-02T16:45:00,OMG-LYO,Zone ambiante,17.79,0
2026-08-02T17:00:00,OMG-LYO,Zone ambiante,16.73,0
2026-08-02T17:15:00,OMG-LYO,Zone ambiante,18.22,0
2026-08-02T17:30:00,OMG-LYO,Zone ambiante,19.08,0
2026-08-02T17:45:00,OMG-LYO,Zone ambiante,16.9,0
2026-08-02T18:00:00,OMG-LYO,Zone ambiante,17.32,0
2026-08-02T18:15:00,OMG-LYO,Zone ambiante,17.92,0
2026-08-02T18:30:00,OMG-LYO,Zone ambiante,17.66,0
2026-08-02T18:45:00,OMG-LYO,Zone ambiante,18.5,0
2026-08-02T19:00:00,OMG-LYO,Zone ambiante,17.97,0
2026-08-02T19:15:00,OMG-LYO,Zone ambiante,18.34,0
2026-08-02T19:30:00,OMG-LYO,Zone ambiante,18.03,0
2026-08-02T19:45:00,OMG-LYO,Zone ambiante,17.14,0
2026-08-02T20:00:00,OMG-LYO,Zone ambiante,18.19,0
2026-08-02T20:15:00,OMG-LYO,Zone ambiante,18.4,0
2026-08-02T20:30:00,OMG-LYO,Zone ambiante,18.26,0
2026-08-02T20:45:00,OMG-LYO,Zone ambiante,18.1,0
2026-08-02T21:00:00,OMG-LYO,Zone ambiante,17.11,0
2026-08-02T21:15:00,OMG-LYO,Zone ambiante,18.62,0
2026-08-02T21:30:00,OMG-LYO,Zone ambiante,17.9,0
2026-08-02T21:45:00,OMG-LYO,Zone ambiante,19.48,0
2026-08-02T22:00:00,OMG-LYO,Zone ambiante,18.2,0
2026-08-02T22:15:00,OMG-LYO,Zone ambiante,19.6,0
2026-08-02T22:30:00,OMG-LYO,Zone ambiante,16.74,0
2026-08-02T22:45:00,OMG-LYO,Zone ambiante,18.18,0
2026-08-02T23:00:00,OMG-LYO,Zone ambiante,17.77,0
2026-08-02T23:15:00,OMG-LYO,Zone ambiante,18.22,0
2026-08-02T23:30:00,OMG-LYO,Zone ambiante,17.86,0
2026-08-02T23:45:00,OMG-LYO,Zone ambiante,17.88,0
2026-08-03T00:00:00,OMG-LYO,Zone ambiante,17.21,0
2026-08-03T00:15:00,OMG-LYO,Zone ambiante,18.08,0
2026-08-03T00:30:00,OMG-LYO,Zone ambiante,17.59,0
2026-08-03T00:45:00,OMG-LYO,Zone ambiante,18.04,0
2026-08-03T01:00:00,OMG-LYO,Zone ambiante,18.51,0
2026-08-03T01:15:00,OMG-LYO,Zone ambiante,17.67,0
2026-08-03T01:30:00,OMG-LYO,Zone ambiante,17.94,0
2026-08-03T01:45:00,OMG-LYO,Zone ambiante,17.2,0
2026-08-03T02:00:00,OMG-LYO,Zone ambiante,16.9,0
2026-08-03T02:15:00,OMG-LYO,Zone ambiante,18.33,0
2026-08-03T02:30:00,OMG-LYO,Zone ambiante,18.67,0
2026-08-03T02:45:00,OMG-LYO,Zone ambiante,18.83,0
2026-08-03T03:00:00,OMG-LYO,Zone ambiante,18.59,0
2026-08-03T03:15:00,OMG-LYO,Zone ambiante,17.47,0
2026-08-03T03:30:00,OMG-LYO,Zone ambiante,16.88,0
2026-08-03T03:45:00,OMG-LYO,Zone ambiante,19.13,0
2026-08-03T04:00:00,OMG-LYO,Zone ambiante,17.17,0
2026-08-03T04:15:00,OMG-LYO,Zone ambiante,18.36,0
2026-08-03T04:30:00,OMG-LYO,Zone ambiante,18.4,0
2026-08-03T04:45:00,OMG-LYO,Zone ambiante,17.56,0
2026-08-03T05:00:00,OMG-LYO,Zone ambiante,18.23,0
2026-08-03T05:15:00,OMG-LYO,Zone ambiante,17.34,0
2026-08-03T05:30:00,OMG-LYO,Zone ambiante,17.89,0
2026-08-03T05:45:00,OMG-LYO,Zone ambiante,17.65,0
2026-08-03T06:00:00,OMG-LYO,Zone ambiante,18.95,0
2026-08-03T06:15:00,OMG-LYO,Zone ambiante,16.76,0
2026-08-03T06:30:00,OMG-LYO,Zone ambiante,18.68,0
2026-08-03T06:45:00,OMG-LYO,Zone ambiante,18.94,0
2026-08-03T07:00:00,OMG-LYO,Zone ambiante,17.53,0
2026-08-03T07:15:00,OMG-LYO,Zone ambiante,17.84,0
2026-08-03T07:30:00,OMG-LYO,Zone ambiante,18.68,0
2026-08-03T07:45:00,OMG-LYO,Zone ambiante,18.63,0
2026-08-03T08:00:00,OMG-LYO,Zone ambiante,18.19,0
2026-08-03T08:15:00,OMG-LYO,Zone ambiante,17.64,0
2026-08-03T08:30:00,OMG-LYO,Zone ambiante,17.4,0
2026-08-03T08:45:00,OMG-LYO,Zone ambiante,17.19,0
2026-08-03T09:00:00,OMG-LYO,Zone ambiante,19.29,0
2026-08-03T09:15:00,OMG-LYO,Zone ambiante,16.14,0
2026-08-03T09:30:00,OMG-LYO,Zone ambiante,18.88,0
2026-08-03T09:45:00,OMG-LYO,Zone ambiante,17.68,0
2026-08-03T10:00:00,OMG-LYO,Zone ambiante,19.39,0
2026-08-03T10:15:00,OMG-LYO,Zone ambiante,16.97,0
2026-08-03T10:30:00,OMG-LYO,Zone ambiante,18.94,0
2026-08-03T10:45:00,OMG-LYO,Zone ambiante,17.98,0
2026-08-03T11:00:00,OMG-LYO,Zone ambiante,17.37,0
2026-08-03T11:15:00,OMG-LYO,Zone ambiante,17.41,0
